index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
et	Extra Trees Regressor	7.9645	162.4237	12.7446	0.8403	0.3635	0.3577	0.71
rf	Random Forest Regressor	9.2766	217.2134	14.7382	0.7864	0.4192	0.4724	0.7
lightgbm	Light Gradient Boosting Machine	10.891	256.4436	16.0139	0.7478	0.4777	0.5929	0.15
gbr	Gradient Boosting Regressor	15.2455	424.3451	20.5996	0.5827	0.6163	0.9994	0.61
ridge	Ridge Regression	17.5932	552.1462	23.4978	0.457	0.6444	1.0569	0.02
lr	Linear Regression	17.6079	558.5806	23.6343	0.4507	0.6401	1.0384	0.04
svm	Support Vector Regression	20.1678	807.1442	28.4103	0.2063	0.7717	1.5875	2.48
lasso	Lasso Regression	23.8085	881.1716	29.6845	0.1335	0.7638	1.5195	0.01
