index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
et	Extra Trees Regressor	8.8918	192.0205	13.8571	0.8112	0.4192	0.456	0.49
rf	Random Forest Regressor	10.9405	271.1322	16.4661	0.7334	0.4752	0.6317	0.58
lightgbm	Light Gradient Boosting Machine	11.741	293.1983	17.123	0.7117	0.5003	0.662	0.2
gbr	Gradient Boosting Regressor	15.7275	449.8393	21.2094	0.5576	0.6166	1.0189	0.38
lr	Linear Regression	21.1015	734.4516	27.1008	0.2778	0.7211	1.3323	0.01
ridge	Ridge Regression	21.1081	735.1042	27.1128	0.2771	0.7205	1.3358	0.02
lasso	Lasso Regression	23.8528	887.0157	29.7828	0.1277	0.7604	1.4944	0.01
svm	Support Vector Regression	23.2727	1037.0001	32.2025	-0.0197	0.8205	1.7759	0.82
