index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
et	Extra Trees Regressor	8.261	180.5366	13.4364	0.8225	0.4033	0.4095	0.45
rf	Random Forest Regressor	9.0359	205.0259	14.3187	0.7984	0.4181	0.4659	0.58
lightgbm	Light Gradient Boosting Machine	10.4805	238.2373	15.4349	0.7657	0.4667	0.561	0.14
gbr	Gradient Boosting Regressor	15.2786	434.9757	20.8561	0.5723	0.6214	1.0198	0.4
lr	Linear Regression	20.706	719.683	26.8269	0.2923	0.7103	1.2914	0.01
ridge	Ridge Regression	20.6969	720.1886	26.8363	0.2918	0.7112	1.297	0.01
svm	Support Vector Regression	20.3942	823.9118	28.7039	0.1898	0.7732	1.5846	1.22
lasso	Lasso Regression	24.0495	897.1543	29.9525	0.1178	0.7661	1.5221	0.01
