index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	13.1649	410.7334	20.2288	0.6014	0.5467	1.2446	0.72
et	Extra Trees Regressor	13.2942	499.6708	22.2879	0.5155	0.5662	1.0952	0.666
lightgbm	Light Gradient Boosting Machine	16.3822	504.9315	22.4536	0.5102	0.6398	1.7034	0.036
gbr	Gradient Boosting Regressor	20.9139	729.6258	26.9899	0.2931	0.7577	2.4017	0.202
dummy	Dummy Regressor	25.9732	1032.2711	32.1119	-0.0007	0.8655	4.3553	0.015
