index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
et	Extra Trees Regressor	11.4003	325.2915	17.9967	0.6666	0.4976	0.6912	9.211
rf	Random Forest Regressor	12.4638	330.9805	18.1691	0.6609	0.5234	0.9069	11.417
lightgbm	Light Gradient Boosting Machine	14.1081	374.2702	19.3325	0.6167	0.5658	1.0071	0.386
gbr	Gradient Boosting Regressor	18.6922	558.7095	23.6334	0.4279	0.7013	1.7357	2.069
dummy	Dummy Regressor	25.8922	978.2491	31.2738	-0.0014	0.8639	3.8338	0.016
