index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
et	Extra Trees Regressor	11.5143	324.0042	17.9618	0.6679	0.4983	0.6778	6.654
rf	Random Forest Regressor	12.6378	334.8475	18.2713	0.657	0.5248	0.8686	11.392
lightgbm	Light Gradient Boosting Machine	14.0401	371.5716	19.2594	0.6196	0.564	0.997	0.419
gbr	Gradient Boosting Regressor	18.5485	553.9199	23.5311	0.4329	0.6914	1.5866	2.317
dummy	Dummy Regressor	25.8922	978.2491	31.2738	-0.0014	0.8639	3.8338	0.016
