index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	12.7729	391.5641	19.7238	0.6201	0.5229	1.1117	1.127
et	Extra Trees Regressor	11.9117	414.7346	20.2691	0.598	0.5073	0.8047	1.164
lightgbm	Light Gradient Boosting Machine	15.5827	475.3978	21.7798	0.5385	0.609	1.4406	0.054
gbr	Gradient Boosting Regressor	20.161	680.296	26.0583	0.34	0.7389	2.4946	0.302
dummy	Dummy Regressor	25.9108	1031.3797	32.1	-0.0016	0.857	4.4479	0.016
