index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
et	Extra Trees Regressor	12.4655	363.1232	19.0248	0.6279	0.5231	0.809	5.43
rf	Random Forest Regressor	13.4945	370.4139	19.2252	0.6206	0.5502	0.9895	8.292
lightgbm	Light Gradient Boosting Machine	14.5139	392.1593	19.7866	0.5984	0.5803	1.0728	0.378
gbr	Gradient Boosting Regressor	19.2247	593.2831	24.3531	0.3927	0.7111	1.7169	1.915
dummy	Dummy Regressor	25.8922	978.2491	31.2738	-0.0014	0.8639	3.8338	0.016
