index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	16.3787	564.07	23.7285	0.4514	0.6179	1.5873	1.342
lightgbm	Light Gradient Boosting Machine	18.6306	627.298	25.0349	0.3903	0.6777	2.0425	0.054
et	Extra Trees Regressor	16.5722	627.1697	25.0253	0.3896	0.6486	1.5624	1.459
gbr	Gradient Boosting Regressor	21.8314	771.8248	27.7703	0.25	0.7688	2.7688	0.359
dummy	Dummy Regressor	25.9108	1031.3797	32.1	-0.0016	0.857	4.4479	0.015
