index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	12.4747	334.9605	18.2783	0.6567	0.5239	0.8857	1.283
et	Extra Trees Regressor	12.3718	380.4711	19.4716	0.6102	0.5305	0.7724	1.844
lightgbm	Light Gradient Boosting Machine	15.6549	441.6899	21.0058	0.5475	0.6229	1.3185	0.049
gbr	Gradient Boosting Regressor	20.3936	655.9585	25.6097	0.3282	0.7537	2.151	0.325
dummy	Dummy Regressor	25.8922	978.2491	31.2738	-0.0014	0.8639	3.8338	0.015
