index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
et	Extra Trees Regressor	11.6342	333.623	18.2277	0.6576	0.5001	0.7484	5.228
rf	Random Forest Regressor	12.8855	347.2486	18.6105	0.6438	0.5327	1.0141	7.631
lightgbm	Light Gradient Boosting Machine	14.2963	380.8937	19.5002	0.6095	0.5671	1.0941	0.313
gbr	Gradient Boosting Regressor	18.797	570.3246	23.8774	0.4155	0.6974	1.7356	1.591
dummy	Dummy Regressor	25.8915	977.7134	31.2661	-0.0017	0.8626	3.9637	0.015
