index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	15.9705	545.6638	23.3395	0.4725	0.6021	1.5091	0.754
lightgbm	Light Gradient Boosting Machine	17.9339	591.3084	24.2999	0.4293	0.6566	1.9768	0.045
et	Extra Trees Regressor	16.6388	624.8819	24.9769	0.3961	0.6393	1.4805	0.916
gbr	Gradient Boosting Regressor	21.7289	769.4896	27.7262	0.2574	0.7622	2.808	0.207
dummy	Dummy Regressor	25.9709	1037.9251	32.2028	-0.0017	0.8557	4.6086	0.015
