index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	12.6091	400.9798	19.9716	0.611	0.5177	0.9988	1.619
et	Extra Trees Regressor	12.3761	462.6132	21.433	0.5514	0.5376	0.796	2.125
lightgbm	Light Gradient Boosting Machine	15.7984	483.8312	21.9746	0.5304	0.6133	1.4645	0.051
gbr	Gradient Boosting Regressor	20.3003	684.2204	26.1388	0.3358	0.7383	2.3323	0.351
dummy	Dummy Regressor	25.9108	1031.3797	32.1	-0.0016	0.857	4.4479	0.015
