index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	13.729	434.4442	20.8162	0.5776	0.5532	1.3327	0.578
et	Extra Trees Regressor	13.8477	492.9024	22.1717	0.5201	0.5756	1.2312	0.57
lightgbm	Light Gradient Boosting Machine	16.5681	517.924	22.743	0.4968	0.6335	1.6928	0.037
gbr	Gradient Boosting Regressor	20.9193	734.3864	27.0752	0.2877	0.7465	2.3464	0.176
dummy	Dummy Regressor	25.9108	1031.3797	32.1	-0.0016	0.857	4.4479	0.015
