index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
et	Extra Trees Regressor	12.1776	390.7186	19.7434	0.6196	0.5202	0.8301	1.147
rf	Random Forest Regressor	13.0762	394.0844	19.8218	0.6169	0.5336	1.1209	1.141
lightgbm	Light Gradient Boosting Machine	15.6373	475.6588	21.7882	0.5382	0.6089	1.5036	0.053
gbr	Gradient Boosting Regressor	20.1642	681.4148	26.0786	0.339	0.7385	2.4805	0.302
dummy	Dummy Regressor	25.9108	1031.3797	32.1	-0.0016	0.857	4.4479	0.015
