index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	13.5856	370.2985	19.2217	0.6206	0.5502	0.9819	11.46
et	Extra Trees Regressor	12.8046	374.2141	19.318	0.6165	0.5357	0.768	7.47
lightgbm	Light Gradient Boosting Machine	14.5106	392.0738	19.7859	0.5984	0.5801	1.063	0.489
gbr	Gradient Boosting Regressor	19.0421	578.2233	24.0433	0.4079	0.709	1.7202	2.398
dummy	Dummy Regressor	25.8922	978.2491	31.2738	-0.0014	0.8639	3.8338	0.015
