index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	13.0742	398.4255	19.9383	0.6127	0.5407	1.2014	1.483
et	Extra Trees Regressor	13.3829	467.1666	21.588	0.5455	0.5724	1.1378	1.703
lightgbm	Light Gradient Boosting Machine	16.4812	507.4837	22.5129	0.5077	0.6399	1.6866	0.057
gbr	Gradient Boosting Regressor	21.3178	743.6524	27.2568	0.2787	0.7683	2.5396	0.363
dummy	Dummy Regressor	25.9732	1032.2711	32.1119	-0.0007	0.8655	4.3553	0.017
