index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	15.2818	472.1807	21.7149	0.5165	0.6019	1.183	1.089
et	Extra Trees Regressor	15.2675	517.9634	22.7412	0.4697	0.6139	1.0796	1.244
lightgbm	Light Gradient Boosting Machine	17.6194	542.1086	23.2787	0.4446	0.6646	1.5462	0.052
gbr	Gradient Boosting Regressor	20.8335	680.7532	26.0875	0.3029	0.7468	1.9862	0.312
dummy	Dummy Regressor	25.8922	978.2491	31.2738	-0.0014	0.8639	3.8338	0.015
