index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
et	Extra Trees Regressor	12.4688	355.596	18.8367	0.6356	0.5278	0.8649	4.961
rf	Random Forest Regressor	13.8609	376.1425	19.3815	0.6145	0.5622	1.0463	10.361
lightgbm	Light Gradient Boosting Machine	14.5805	394.3255	19.846	0.5959	0.5842	1.1524	0.463
gbr	Gradient Boosting Regressor	18.9237	581.8995	24.1197	0.404	0.7093	1.749	2.945
dummy	Dummy Regressor	25.8922	978.2491	31.2738	-0.0014	0.8639	3.8338	0.017
