index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	12.6145	386.8551	19.6427	0.6271	0.5183	1.0686	1.554
et	Extra Trees Regressor	12.2523	417.1971	20.3954	0.5979	0.5339	0.8643	1.813
lightgbm	Light Gradient Boosting Machine	15.6457	467.8107	21.6127	0.5495	0.6138	1.4872	0.048
gbr	Gradient Boosting Regressor	20.2622	679.5806	26.0548	0.3455	0.7418	2.346	0.311
dummy	Dummy Regressor	26.0758	1039.4201	32.2247	-0.0008	0.866	4.5001	0.017
