index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	12.459	332.3035	18.2084	0.6596	0.5242	0.8942	1.084
et	Extra Trees Regressor	11.539	334.4285	18.2522	0.6573	0.4965	0.7168	1.168
lightgbm	Light Gradient Boosting Machine	14.9963	413.6825	20.3269	0.5761	0.6014	1.1393	0.055
gbr	Gradient Boosting Regressor	19.7775	621.3533	24.9236	0.3637	0.7337	1.8487	0.291
dummy	Dummy Regressor	25.8922	978.2491	31.2738	-0.0014	0.8639	3.8338	0.015
