index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	14.9749	455.0983	21.3108	0.5337	0.5887	1.0706	1.274
lightgbm	Light Gradient Boosting Machine	17.1896	514.046	22.6649	0.4735	0.6594	1.4289	0.051
et	Extra Trees Regressor	15.6317	538.375	23.16	0.4485	0.6323	1.1127	1.577
gbr	Gradient Boosting Regressor	21.0332	689.9779	26.2643	0.2935	0.765	2.2791	0.333
dummy	Dummy Regressor	25.8922	978.2491	31.2738	-0.0014	0.8639	3.8338	0.015
