index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	16.0674	548.0077	23.388	0.4668	0.6094	1.4523	1.065
lightgbm	Light Gradient Boosting Machine	18.0672	594.6816	24.3688	0.4221	0.6647	1.9176	0.047
et	Extra Trees Regressor	16.8342	637.5136	25.2355	0.3794	0.6509	1.4138	1.296
gbr	Gradient Boosting Regressor	22.0093	782.9178	27.9663	0.2397	0.7713	2.7687	0.301
dummy	Dummy Regressor	25.9108	1031.3797	32.1	-0.0016	0.857	4.4479	0.015
