index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
et	Extra Trees Regressor	12.0421	344.5764	18.5385	0.6468	0.512	0.7659	11.6
rf	Random Forest Regressor	13.6042	374.0067	19.3252	0.6168	0.5514	1.007	20.244
lightgbm	Light Gradient Boosting Machine	14.3422	388.7049	19.7056	0.6018	0.5756	1.1289	0.684
gbr	Gradient Boosting Regressor	18.8832	571.4234	23.9018	0.4149	0.7069	1.7274	4.59
dummy	Dummy Regressor	25.8922	978.2491	31.2738	-0.0014	0.8639	3.8338	0.016
