index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	16.0356	549.3218	23.4178	0.4658	0.6101	1.1764	1.761
lightgbm	Light Gradient Boosting Machine	17.7527	578.0418	24.0244	0.4387	0.6648	1.7883	0.053
et	Extra Trees Regressor	16.7162	634.3011	25.1699	0.3831	0.6523	1.1024	2.164
gbr	Gradient Boosting Regressor	21.0662	722.2371	26.8553	0.2989	0.7502	2.3831	0.39
dummy	Dummy Regressor	25.9108	1031.3797	32.1	-0.0016	0.857	4.4479	0.017
