index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
et	Extra Trees Regressor	12.2171	352.0274	18.7305	0.6392	0.5185	0.7829	5.733
rf	Random Forest Regressor	13.426	364.4729	19.0733	0.6265	0.5441	0.9886	9.596
lightgbm	Light Gradient Boosting Machine	14.4033	385.5215	19.6214	0.6051	0.5733	1.0404	0.415
gbr	Gradient Boosting Regressor	18.8224	569.8419	23.8684	0.4164	0.7032	1.6822	2.134
dummy	Dummy Regressor	25.8922	978.2491	31.2738	-0.0014	0.8639	3.8338	0.015
