index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	12.6719	347.7448	18.6296	0.6458	0.5278	0.8953	0.602
et	Extra Trees Regressor	12.5851	392.5667	19.7831	0.6002	0.5333	0.8076	0.683
lightgbm	Light Gradient Boosting Machine	15.5381	436.4737	20.8846	0.556	0.6176	1.2332	0.044
gbr	Gradient Boosting Regressor	20.1484	644.2457	25.3802	0.3449	0.7433	1.967	0.164
dummy	Dummy Regressor	26.0347	985.7111	31.3933	-0.0019	0.8688	3.8905	0.014
