index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	15.7539	500.8782	22.3576	0.4867	0.6066	1.0967	0.937
lightgbm	Light Gradient Boosting Machine	17.2549	525.27	22.9085	0.4618	0.6599	1.4194	0.045
et	Extra Trees Regressor	16.3775	576.9319	23.9878	0.4089	0.6398	1.0579	1.166
gbr	Gradient Boosting Regressor	20.8517	679.3112	26.0613	0.3041	0.7494	1.902	0.253
dummy	Dummy Regressor	25.8922	978.2491	31.2738	-0.0014	0.8639	3.8338	0.015
