NP_type	Coating	core_size_nm	hydro_size_nm	Surf_charge_mV	Surface_area_m2_g	shape	Dose_microg_mL	Duration_h	Cell_name	Cell_species	cell_Organ	Cell_morphology	Cell_age	cell_type	sex	Assay	Test_indicator	Viability
Au	None	39	?	?	?	Rod	0,3	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	84,99
Au	None	39	?	?	?	Rod	0,6	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	86,85
Au	None	39	?	?	?	Rod	1,2	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	85,48
Au	None	39	?	?	?	Rod	2,5	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	70,72
Au	None	39	?	?	?	Rod	5	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	54,09
Au	None	?	?	?	?	Star	0,3	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	67,99
Au	None	?	?	?	?	Star	0,6	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	16,38
Au	None	?	?	?	?	Star	1,2	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	16,38
Au	None	?	?	?	?	Star	2,5	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	14,76
Au	None	?	?	?	?	Star	5	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	13,9
Au	None	?	?	?	?	Sphere	0,3	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	94,54
Au	None	?	?	?	?	Sphere	0,6	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	89,58
Au	None	?	?	?	?	Sphere	1,2	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	89,83
Au	None	?	?	?	?	Sphere	2,5	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	88,83
Au	None	?	?	?	?	Sphere	5	24	143B	Human	Bone	Mixed	Adult 	cancer	female	MTT	TetrazoliumSalt	86,1
Au	None	39	?	?	?	Rod	0,3	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	101,63
Au	None	39	?	?	?	Rod	0,6	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	98,37
Au	None	39	?	?	?	Rod	1,2	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	98,37
Au	None	39	?	?	?	Rod	2,5	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	87,09
Au	None	?	?	?	?	Rod	5	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	79,35
Au	None	?	?	?	?	Star	0,3	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	97,01
Au	None	?	?	?	?	Star	0,6	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	82,34
Au	None	?	?	?	?	Star	1,2	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	66,17
Au	None	?	?	?	?	Star	2,5	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	26,22
Au	None	?	?	?	?	Star	5	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	17,12
Au	None	?	?	?	?	Sphere	0,3	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	102,45
Au	None	?	?	?	?	Sphere	0,6	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	101,36
Au	None	?	?	?	?	Sphere	1,2	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	103,26
Au	None	?	?	?	?	Sphere	2,5	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	102,99
Au	None	?	?	?	?	Sphere	5	24	143B	Human	Bone	Mixed	Adult 	cancer	female	NR	toluylene red	103,26
MWCNT	None	47,87	?	?	243.38	?	7,8	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	96,5
MWCNT	None	47,87	?	?	243,38	?	0	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	100
MWCNT	None	47,87	?	?	243,38	?	3,9	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	103,95
MWCNT	None	47,87	?	?	243,38	?	15,6	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	95,13
MWCNT	None	47,87	?	?	243,38	?	31,3	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	88,02
MWCNT	None	47,87	?	?	243,38	?	62,5	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	75,82
MWCNT	None	47,87	?	?	243,38	?	125	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	62,58
MWCNT	None	28,26	?	?	235,78	?	0	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	100
MWCNT	None	28,26	?	?	235,78	?	3,9	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	96,05
MWCNT	None	28,26	?	?	235,78	?	7,8	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	95,01
MWCNT	None	28,26	?	?	235,78	?	15,6	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	86,99
MWCNT	None	28,26	?	?	235,78	?	31,3	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	73,75
MWCNT	None	28,26	?	?	235,78	?	62,5	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	61,03
MWCNT	None	28,26	?	?	235,78	?	125	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	42,29
MWCNT	None	46,02	?	?	139,84	?	0	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	100
MWCNT	None	46.02	?	?	139,84	?	3,9	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	86,99
MWCNT	None	46.02	?	?	139,84	?	7,8	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	77,88
MWCNT	None	46.02	?	?	139.84	?	15,6	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	65,67
MWCNT	None	46.02	?	?	139.84	?	31,3	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	49,4
MWCNT	None	46.02	?	?	139.84	?	62,5	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	31,29
MWCNT	None	46.02	?	?	139.84	?	125	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	14,79
MWCNT	None	36.53	?	?	179.28	?	0	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	100
MWCNT	None	36.53	?	?	179.28	?	3,9	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	82,52
MWCNT	None	36.53	?	?	179.28	?	7,8	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	69,91
MWCNT	None	36.53	?	?	179.28	?	15,6	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	56,39
MWCNT	None	36.53	?	?	179.28	?	31,3	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	38,28
MWCNT	None	36.53	?	?	179.28	?	62,5	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	23,38
MWCNT	None	36.53	?	?	179.28	?	125	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	11,69
MWCNT	None	46.76	?	?	11.31	?	0	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	100
MWCNT	None	46.76	?	?	11.31	?	3,9	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	102,55
MWCNT	None	46.76	?	?	11.31	?	7,8	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	92,98
MWCNT	None	46.76	?	?	11.31	?	15,6	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	90,99
MWCNT	None	46.76	?	?	11.31	?	31,3	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	80,57
MWCNT	None	46.76	?	?	11.31	?	62,5	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	67,76
MWCNT	None	46.76	?	?	11.31	?	125	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	59,83
MWCNT	None	41.48	?	?	47.22	?	0	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	100
MWCNT	None	41.48	?	?	47.22	?	3,9	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	99,94
MWCNT	None	41.48	?	?	47.22	?	7,8	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	96,71
MWCNT	None	41.48	?	?	47.22	?	15,6	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	96,88
MWCNT	None	41.48	?	?	47.22	?	31,3	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	85,16
MWCNT	None	41.48	?	?	47.22	?	62,5	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	66,29
MWCNT	None	41.48	?	?	47.22	?	125	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	57,79
MWCNT	None	58.66	?	?	18.89	?	0	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	100
MWCNT	None	58.66	?	?	18.89	?	3,9	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	92,47
MWCNT	None	58.66	?	?	18.89	?	7,8	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	95,3
MWCNT	None	58.66	?	?	18.89	?	15,6	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	93,37
MWCNT	None	58.66	?	?	18.89	?	31,3	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	86,35
MWCNT	None	58.66	?	?	18.89	?	62,5	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	70,62
MWCNT	None	58.66	?	?	18.89	?	125	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	57,11
MWCNT	None	56.24	?	?	36.15	?	0	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	100
MWCNT	None	56.24	?	?	36.15	?	3,9	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	92,35
MWCNT	None	56.24	?	?	36.15	?	7,8	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	94,16
MWCNT	None	56.24	?	?	36.15	?	15,6	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	87,93
MWCNT	None	56.24	?	?	36.15	?	31,3	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	77,79
MWCNT	None	56.24	?	?	36.15	?	62,5	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	66,23
MWCNT	None	56.24	?	?	36.15	?	125	48	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CellTiter_Glo	luciferase	49,52
SiO2	None	?	229.5	-21.77	?	Sphere	8	24	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CCK_8	TetrazoliumSalt	101,06
SiO2	None	?	229.5	-21.77	?	Sphere	16	24	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CCK_8	TetrazoliumSalt	102,73
SiO2	None	?	229.5	-21.77	?	Sphere	32	24	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CCK_8	TetrazoliumSalt	103,64
SiO2	None	?	229.5	-21.77	?	Sphere	64	24	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CCK_8	TetrazoliumSalt	106,22
SiO2	None	?	229.5	-21.77	?	Sphere	128	24	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CCK_8	TetrazoliumSalt	72,99
SiO2	None	?	229.5	-21.77	?	Sphere	256	24	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CCK_8	TetrazoliumSalt	20,82
SiO2	DPPC	19.4	889.03	-13.5	?	Sphere	8	24	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CCK_8	TetrazoliumSalt	93,54
SiO2	DPPC	19.4	889.03	-13.5	?	Sphere	16	24	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CCK_8	TetrazoliumSalt	94,86
SiO2	DPPC	19.4	889.03	-13.5	?	Sphere	32	24	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CCK_8	TetrazoliumSalt	95,45
SiO2	DPPC	19.4	889.03	-13.5	?	Sphere	64	24	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CCK_8	TetrazoliumSalt	98,39
SiO2	DPPC	19.4	889.03	-13.5	?	Sphere	128	24	16HBE14	Human	Heart	Epithelial	Young	Normal	male	CCK_8	TetrazoliumSalt	92,36
MgO	None	?	?	-7.01	?	Sphere	200	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	64,13
MgO	None	?	?	-7.01	?	Sphere	400	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	56,96
MgO	None	?	?	-7.01	?	Sphere	600	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	49,38
MgO	None	?	?	-7.01	?	Sphere	800	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	37,09
MgO	None	?	?	-7.01	?	Sphere	1000	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	28,27
MgO	None	?	?	-7.21	?	Hexagon	200	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	61,47
MgO	None	?	?	-7.21	?	Hexagon	400	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	54,71
MgO	None	?	?	-7.21	?	Hexagon	600	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	48,15
MgO	None	?	?	-7.21	?	Hexagon	800	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	43,85
MgO	None	?	?	-7.21	?	Hexagon	1000	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	39,75
MgO	None	12	?	-9.83	?	Rod	200	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	53,07
MgO	None	12	?	-9.83	?	Rod	400	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	45,69
MgO	None	12	?	-9.83	?	Rod	600	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	38,93
MgO	None	12	?	-9.83	?	Rod	800	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	32,17
MgO	None	12	?	-9.83	?	Rod	1000	24	3T3_L1	Mouse	Embryo	Fibroblast	fetus	Normal	?	MTT	TetrazoliumSalt	22,13
CdTe	None	3	?	?	?	?	1,402864083	24	4T1	Mouse	Breast	Epithelial	?	cancer	female	MTT	TetrazoliumSalt	74,18
CdTe	None	3	?	?	?	?	1,402864083	4	4T1	Mouse	Breast	Epithelial	?	cancer	female	MTT	TetrazoliumSalt	81,42
CdTe	Folic_acid_based	3	?	?	?	?	1,402864083	4	4T1	Mouse	Breast	Epithelial	?	cancer	female	MTT	TetrazoliumSalt	92,7
CdTe	Doxorubicin	3	?	?	?	?	1,753580103	4	4T1	Mouse	Breast	Epithelial	?	cancer	female	MTT	TetrazoliumSalt	54,05
CdTe	Folic_acid_based	3	?	?	?	?	1,753580103	4	95D	Human	Lung	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	18,92
Au	Citrate_based	5	?	?	?	Sphere	50	24	95D	Human	Lung	Epithelial	Adult 	cancer	male	CCK_8	TetrazoliumSalt	62,53
Au	Citrate_based	10	?	?	?	Sphere	50	24	95D	Human	Lung	Epithelial	Adult 	cancer	male	CCK_8	TetrazoliumSalt	106,21
Au	Citrate_based	20	?	?	?	Sphere	50	24	95D	Human	Lung	Epithelial	Adult 	cancer	male	CCK_8	TetrazoliumSalt	108,59
Au	Citrate_based	40	?	?	?	Sphere	50	24	95D	Human	Lung	Epithelial	Adult 	cancer	male	CCK_8	TetrazoliumSalt	108,59
Au	Citrate_based	5	?	?	?	Sphere	50	48	95D	Human	Lung	Epithelial	Adult 	cancer	male	CCK_8	TetrazoliumSalt	63,25
Au	Citrate_based	10	?	?	?	Sphere	50	48	95D	Human	Lung	Epithelial	Adult 	cancer	male	CCK_8	TetrazoliumSalt	102,63
Au	Citrate_based	20	?	?	?	Sphere	50	48	95D	Human	Lung	Epithelial	Adult 	cancer	male	CCK_8	TetrazoliumSalt	107,88
Au	Citrate_based	40	?	?	?	Sphere	50	48	95D	Human	Lung	Epithelial	Adult 	cancer	male	CCK_8	TetrazoliumSalt	106,44
Au	Citrate_based	5	?	?	?	Sphere	50	72	95D	Human	Lung	Epithelial	Adult 	cancer	male	CCK_8	TetrazoliumSalt	65,39
Au	Citrate_based	10	?	?	?	Sphere	50	72	95D	Human	Lung	Epithelial	Adult 	cancer	male	CCK_8	TetrazoliumSalt	99,52
Au	Citrate_based	20	?	?	?	Sphere	50	72	95D	Human	Lung	Epithelial	Adult 	cancer	male	CCK_8	TetrazoliumSalt	103,1
Au	Citrate_based	40	?	?	?	Sphere	50	72	95D	Human	Lung	Epithelial	Adult 	cancer	male	CCK_8	TetrazoliumSalt	105,49
CdSe	nucleic_acids	5.5	?	?	?	?	0,004	24	A2058	Human	Skin	Epithelial	Adult 	cancer	male	MTT	TetrazoliumSalt	38,46
CdSe	None	3	?	?	?	?	5	24	A2780	Human	Ovary	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	93,75
CdSe	Aptamer_based	3	?	?	?	?	5	24	A2780	Human	Ovary	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	96,88
CdSe	Doxorubicin	3	?	?	?	?	5	24	A2780	Human	Ovary	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	43,75
CdSe	Aptamer_based	3	?	?	?	?	5	24	A2780	Human	Ovary	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	31,25
SiO2	None	?	232.2	-5.21	?	Sphere	50	96	A2780	Human	Ovary	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	81,08
SiO2	None	?	232.2	-5.21	?	Sphere	100	96	A2780	Human	Ovary	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	83,5
SiO2	None	?	232.2	-5.21	?	Sphere	200	96	A2780	Human	Ovary	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	84,64
SiO2	None	?	232.2	-5.21	?	Sphere	500	96	A2780	Human	Ovary	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	82,65
SiO2	COOH	120	?	-28.7	?	Sphere	50	96	A2780	Human	Ovary	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	90,15
SiO2	COOH	120	?	-28.7	?	Sphere	100	96	A2780	Human	Ovary	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	89,33
SiO2	COOH	120	?	-28.7	?	Sphere	200	96	A2780	Human	Ovary	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	85,23
SiO2	COOH	120	?	-28.7	?	Sphere	500	96	A2780	Human	Ovary	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	82,22
CdSe	None	5.5	?	?	?	?	0,162	24	A375	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	5,88
CdSe	None	5.5	?	?	?	?	0,162	24	A375	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	10,81
CdSe	None	4.5	?	?	?	?	0,162	24	A375	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	29,41
CdSe	None	4.5	?	?	?	?	0,162	24	A375	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	16,22
CdSe	Silibinin	5.5	?	?	?	?	0,18	24	A375	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	81,82
CdSe	Silibinin	5.5	?	?	?	?	0,18	24	A375	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	75,76
CdSe	None	5.5	?	?	?	?	0,18	24	A375	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	33,33
CdSe	Silibinin	5.5	?	?	?	?	0,18	24	A375	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	83,61
CdSe	Silibinin	5.5	?	?	?	?	0,18	24	A375	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	88,52
CdSe	None	5.5	?	?	?	?	0,18	24	A375	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	29,51
CdSe	RGD_based	5.5	?	?	?	?	0,01	24	A375	Human	Skin	Epithelial	Adult 	cancer	female	WST-1	TetrazoliumSalt	81,94
CdSe	SA_based	7.15	?	?	?	?	0,1	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	98
CdSe	SA_based	7.15	?	?	?	?	0,1	3	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	65
CdSe	None	4	?	?	?	?	1	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	LDH	LDHrelease	102
CdSe	None	4	?	?	?	?	1	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	LDH	LDHrelease	102
CdSe	None	4	?	?	?	?	1	72	A431	Human	Skin	Epithelial	Adult 	cancer	female	LDH	LDHrelease	101
CdSe	None	4	?	?	?	?	1	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	76,92
CdSe	None	4	?	?	?	?	1	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	75,96
CdSe	None	4	?	?	?	?	1	72	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	75
CdSe	None	4	?	?	?	?	1	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	91,84
CdSe	None	4	?	?	?	?	1	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	88,78
CdSe	None	4	?	?	?	?	1	72	A431	Human	Skin	Epithelial	Adult 	cancer	female	NR	toluylene red	87,76
CdSe	None	4	?	?	?	?	1	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	Trypan_Blue	Trypan_Blue	88
CdSe	None	4	?	?	?	?	1	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	Trypan_Blue	Trypan_Blue	86
CdSe	None	4	?	?	?	?	1	72	A431	Human	Skin	Epithelial	Adult 	cancer	female	Trypan_Blue	Trypan_Blue	86
CdSe	None	8	?	?	?	?	0,1	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	92,5
CdSeTe	Cystein_based	?	?	?	?	?	0,680098027	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	29,41
CdSeTe	None	4.3	?	?	?	?	0,680098027	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	50
SiO2	None	15	128	-26.5	?	Sphere	25	72	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	88,97
SiO2	None	15	128	-26.5	?	Sphere	50	72	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	76,93
SiO2	None	15	128	-26.5	?	Sphere	100	72	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	59,95
SiO2	None	15	128	-26.5	?	Sphere	200	72	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	48,92
TiO2	None	124.9	171	-17.6	?	?	3,07832E-09	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	99,68
TiO2	None	124.9	171	-17.6	?	?	3,07832E-09	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	97,78
TiO2	None	124.9	171	-17.6	?	?	3,07832E-09	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	97,14
TiO2	None	124.9	171	-17.6	?	?	3,07832E-08	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	98,41
TiO2	None	124.9	171	-17.6	?	?	3,07832E-08	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	99,68
TiO2	None	124.9	171	-17.6	?	?	3,07832E-08	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	95,87
TiO2	None	124.9	171	-17.6	?	?	3,07832E-07	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	97,14
TiO2	None	124.9	171	-17.6	?	?	3,07832E-07	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	88,25
TiO2	None	124.9	171	-17.6	?	?	3,07832E-07	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	85,71
TiO2	None	124.9	171	-17.6	?	?	3,07832E-06	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	95,24
TiO2	None	124.9	171	-17.6	?	?	3,07832E-06	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	83,81
TiO2	None	124.9	171	-17.6	?	?	3,07832E-06	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	73,65
TiO2	None	124.9	171	-17.6	?	?	3,07832E-05	6	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	92,7
TiO2	None	124.9	171	-17.6	?	?	3,07832E-05	24	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	80,63
TiO2	None	124.9	171	-17.6	?	?	3,07832E-05	48	A431	Human	Skin	Epithelial	Adult 	cancer	female	MTT	TetrazoliumSalt	67,94
