NP_type	Coating	core_size_nm	hydro_size_nm	Surf_charge_mV	Surface_area_m2_g	shape	Dose_microg_mL	Duration_h	Cell_name	Cell_species	cell_Organ	Cell_morphology	Cell_age	cell_type	sex	Assay	Test_indicator	Viability
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	10	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	101,73
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	25	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	100,5
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	50	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	96,29
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	75	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	95,05
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	100	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	100,99
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	150	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	96,54
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	175	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	95,79
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	200	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	96,04
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	300	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	96,04
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	5	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	100,38
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	10	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	96,92
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	25	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	101,54
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	50	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	96,35
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	75	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	100,1
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	100	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	100,38
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	150	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	101,54
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	175	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	98,65
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	200	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	101,25
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	300	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	100,1
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	5	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	96,54
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	10	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	89,11
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	25	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	99,26
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	50	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	93,07
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	75	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	99,01
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	100	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	103,22
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	150	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	107,67
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	175	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	107,18
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	200	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	106,19
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	300	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	96,04
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	5	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	96,06
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	10	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	88,56
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	25	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	98,65
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	50	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	92,6
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	75	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	98,65
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	100	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	102,69
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	150	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	107,31
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	175	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	106,44
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	200	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	105,87
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	300	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	95,48
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	5	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	108,02
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	10	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	99,54
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	25	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	102,54
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	50	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	111,02
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	75	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	101,79
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	100	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	106,78
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	150	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	106,78
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	175	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	103,78
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	200	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	111,52
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	300	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	101,79
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	5	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	102,39
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	10	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	103,76
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	25	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	108,99
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	50	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	107,61
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	75	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	112,02
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	100	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	109,82
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	150	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	81,74
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	175	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	111,74
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	200	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	108,44
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	300	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	115,87
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	5	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	93,56
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	10	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	101,29
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	25	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	100,04
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	50	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	98,3
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	75	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	100,04
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	100	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	95,8
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	150	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	100,04
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	175	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	102,54
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	200	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	98,05
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	300	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	94,55
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	5	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	96,88
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	10	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	101,01
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	25	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	104,59
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	50	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	99,63
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	75	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	101,56
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	100	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	94,68
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	150	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	104,04
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	175	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	103,76
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	200	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	107,34
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	300	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	97,98
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	5	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	108,52
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	10	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	108,02
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	25	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	107,28
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	50	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	105,53
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	75	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	112,77
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	100	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	107,28
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	150	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	104,28
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	175	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	98,05
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	200	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	96,05
IronOxide	silica_based	10	102.2	-21.05	?	Sphere	300	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	88,32
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	5	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	96,88
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	10	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	105,96
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	25	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	104,59
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	50	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	104,04
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	75	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	107,06
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	100	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	105,69
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	150	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	104,31
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	175	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	102,39
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	200	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	96,33
IronOxide	OleicAcid	10.9	183.6	-28.5	?	Sphere	300	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	97,43
TiO2	None	5	?	?	?	Lentil	5	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	99,23
TiO2	None	5	?	?	?	Lentil	10	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	104,44
TiO2	None	5	?	?	?	Lentil	50	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	136,91
TiO2	None	5	?	?	?	Lentil	100	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	162,02
TiO2	None	25	504.5	-10.7	210	?	0	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	100
TiO2	None	25	504.5	-10.7	210	?	20	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	82,26
TiO2	None	25	504.5	-10.7	210	?	40	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	76,72
TiO2	None	25	504.5	-10.7	210	?	60	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	83,84
TiO2	None	25	504.5	-10.7	210	?	80	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	85,42
TiO2	None	25	504.5	-10.7	210	?	100	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	93,33
TiO2	None	25	504.5	-10.7	210	?	120	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	90,17
TiO2	None	25	504.5	-10.7	210	?	150	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	98,87
TiO2	None	25	504.5	-10.7	210	?	0	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	100
TiO2	None	25	504.5	-10.7	210	?	20	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	90,17
TiO2	None	25	504.5	-10.7	210	?	40	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	103,62
TiO2	None	25	504.5	-10.7	210	?	60	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	88,59
TiO2	None	25	504.5	-10.7	210	?	80	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	96,5
TiO2	None	25	504.5	-10.7	210	?	100	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	115,48
TiO2	None	25	504.5	-10.7	210	?	120	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	95,71
TiO2	None	25	504.5	-10.7	210	?	150	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	118,64
TiO2	None	25	504.5	-10.7	210	?	0	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	100
TiO2	None	25	504.5	-10.7	210	?	20	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	90,96
TiO2	None	25	504.5	-10.7	210	?	40	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	94,12
TiO2	None	25	504.5	-10.7	210	?	60	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	104,41
TiO2	None	25	504.5	-10.7	210	?	80	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	87,01
TiO2	None	25	504.5	-10.7	210	?	100	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	82,26
TiO2	None	25	504.5	-10.7	210	?	120	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	106,78
TiO2	None	25	504.5	-10.7	210	?	150	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	94,12
TiO2	None	25	228.3	-10.7	40	?	0	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	100
TiO2	None	25	228.3	-10.7	40	?	20	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	105,5
TiO2	None	25	228.3	-10.7	40	?	40	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	95,67
TiO2	None	25	228.3	-10.7	40	?	60	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	102,71
TiO2	None	25	228.3	-10.7	40	?	80	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	106,58
TiO2	None	25	228.3	-10.7	40	?	100	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	99,89
TiO2	None	25	228.3	-10.7	40	?	120	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	114,67
TiO2	None	25	228.3	-10.7	40	?	150	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	119,59
TiO2	None	25	228.3	-10.7	40	?	0	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	100
TiO2	None	25	228.3	-10.7	40	?	20	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	93,91
TiO2	None	25	228.3	-10.7	40	?	40	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	92,16
TiO2	None	25	228.3	-10.7	40	?	60	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	95,67
TiO2	None	25	228.3	-10.7	40	?	80	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	90,05
TiO2	None	25	228.3	-10.7	40	?	100	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	88,29
TiO2	None	25	228.3	-10.7	40	?	120	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	103,06
TiO2	None	25	228.3	-10.7	40	?	150	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	90,75
TiO2	None	25	228.3	-10.7	40	?	0	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	100
TiO2	None	25	228.3	-10.7	40	?	20	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	107,9
TiO2	None	25	228.3	-10.7	40	?	40	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	101,6
TiO2	None	25	228.3	-10.7	40	?	60	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	105,1
TiO2	None	25	228.3	-10.7	40	?	80	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	103,06
TiO2	None	25	228.3	-10.7	40	?	100	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	94,97
TiO2	None	25	228.3	-10.7	40	?	120	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	95,32
TiO2	None	25	228.3	-10.7	40	?	150	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	MTT	TetrazoliumSalt	97,78
TiO2	None	25	504.5	-10.7	210	?	0	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	100
TiO2	None	25	504.5	-10.7	210	?	20	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	90
TiO2	None	25	504.5	-10.7	210	?	40	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	122,22
TiO2	None	25	504.5	-10.7	210	?	60	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	111,11
TiO2	None	25	504.5	-10.7	210	?	80	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	127,78
TiO2	None	25	504.5	-10.7	210	?	100	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	142,22
TiO2	None	25	504.5	-10.7	210	?	120	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	115,56
TiO2	None	25	504.5	-10.7	210	?	150	24	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	151,11
TiO2	None	25	504.5	-10.7	210	?	0	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	100
TiO2	None	25	504.5	-10.7	210	?	20	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	116,67
TiO2	None	25	504.5	-10.7	210	?	40	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	110
TiO2	None	25	504.5	-10.7	210	?	60	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	104,44
TiO2	None	25	504.5	-10.7	210	?	80	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	111,11
TiO2	None	25	504.5	-10.7	210	?	100	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	122,22
TiO2	None	25	504.5	-10.7	210	?	120	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	121,11
TiO2	None	25	504.5	-10.7	210	?	150	6	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	121,11
TiO2	None	25	504.5	-10.7	210	?	0	3	SH­SY5Y	Human	BoneMarrow	Epithelial	Young	cancer	female	NR	toluylene red	100
