index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	15.4142	508.4509	22.5236	0.5092	0.594	1.432	1.736
et	Extra Trees Regressor	15.4414	556.4963	23.5584	0.4629	0.6115	1.2381	2.033
lightgbm	Light Gradient Boosting Machine	17.684	571.2695	23.8884	0.4485	0.6564	1.9222	0.057
gbr	Gradient Boosting Regressor	21.1466	726.3549	26.937	0.3001	0.7458	2.4136	0.378
dummy	Dummy Regressor	26.0491	1039.2218	32.2185	-0.0007	0.8672	4.5144	0.015
