index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	15.5729	515.4034	22.6873	0.4986	0.5997	1.4274	0.59
lightgbm	Light Gradient Boosting Machine	17.675	566.8298	23.7955	0.4496	0.6602	1.7549	0.047
et	Extra Trees Regressor	16.2045	593.5106	24.3425	0.4226	0.6309	1.345	0.602
gbr	Gradient Boosting Regressor	21.4843	758.1966	27.5158	0.2651	0.764	2.5011	0.199
dummy	Dummy Regressor	25.9732	1032.2711	32.1119	-0.0007	0.8655	4.3553	0.015
