index	Model	MAE	MSE	RMSE	R2	RMSLE	MAPE	TT (Sec)
rf	Random Forest Regressor	16.3095	554.3692	23.5271	0.4661	0.6109	1.4947	0.457
lightgbm	Light Gradient Boosting Machine	18.1272	594.4282	24.3692	0.4277	0.6736	1.8633	0.042
et	Extra Trees Regressor	16.8118	622.072	24.927	0.4007	0.6483	1.4815	0.471
gbr	Gradient Boosting Regressor	21.5134	763.5729	27.6112	0.2665	0.7614	2.4026	0.15
dummy	Dummy Regressor	26.0637	1041.6596	32.2559	-0.0008	0.8684	4.449	0.015
